Namespace(batch_size=6, convolutional_layer_encoding='xyz', cpu=False, criterion='l2', data_folder='/home/ubuntu-user/Desktop/KITTI/kitti_depth/depth', data_folder_rgb='/home/ubuntu-user/Desktop/KITTI/kitti_raw', data_folder_save='/home/ubuntu-user/Desktop/KITTI/kitti_depth/submit_test/', dilation_rate=2, epochs=100, evaluate='', freeze_backbone=False, input='rgbd', jitter=0.1, lr=0.001, network_model='e', not_random_crop=False, print_freq=10, random_crop_height=320, random_crop_width=1216, rank_metric='rmse', result='../results', resume='', round=1, start_epoch=0, start_epoch_bias=0, test=False, use_d=True, use_g=True, use_rgb=True, val='select', val_h=352, val_w=1216, weight_decay=1e-06, workers=4)
=> using 'cuda' for computation.
this round choose user: [61, 78, 58, 96, 14, 95, 13, 26, 59, 86]
This is 61 user-------------
=> creating model and optimizer ... => creating source code backup ...
=> finished creating source code backup.
=> logger created.
	==> val_loader size:1000
completed.
=> creating data loaders ... 
success open part_ 61
	==> train_loader size:143
=> starting main loop ...
=> starting training epoch 1 ..
loss: tensor(411.5197, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   0 / 143
loss: tensor(296.5374, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   51 / 143
loss: tensor(316.3211, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   52 / 143
loss: tensor(344.5051, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   53 / 143
loss: tensor(290.9901, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   54 / 143
loss: tensor(307.7577, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   55 / 143
loss: tensor(283.5088, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   56 / 143
loss: tensor(290.5531, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   57 / 143
loss: tensor(355.7106, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   58 / 143
loss: tensor(380.3531, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   59 / 143
loss: tensor(375.5473, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   60 / 143
loss: tensor(378.3799, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   61 / 143
loss: tensor(380.8600, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   62 / 143
loss: tensor(312.0544, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   63 / 143
loss: tensor(323.6833, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   64 / 143
loss: tensor(350.9623, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   65 / 143
loss: tensor(272.9932, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   66 / 143
loss: tensor(340.4764, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   67 / 143
loss: tensor(335.7216, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   68 / 143
loss: tensor(439.9232, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   69 / 143
loss: tensor(271.0214, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   70 / 143
loss: tensor(312.4065, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   71 / 143
loss: tensor(340.2572, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   72 / 143
loss: tensor(403.6689, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   73 / 143
loss: tensor(455.6501, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   74 / 143
loss: tensor(412.5175, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   75 / 143
loss: tensor(369.4099, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   76 / 143
loss: tensor(324.8259, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   77 / 143
loss: tensor(389.9461, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   78 / 143
loss: tensor(236.6753, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   79 / 143
loss: tensor(360.4524, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   80 / 143
loss: tensor(316.0978, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   81 / 143
loss: tensor(406.2271, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   82 / 143
loss: tensor(338.1504, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   83 / 143
loss: tensor(315.8000, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   84 / 143
loss: tensor(264.5590, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   85 / 143
loss: tensor(374.8932, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   86 / 143
loss: tensor(372.1244, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   87 / 143
loss: tensor(373.8399, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   88 / 143
loss: tensor(336.3097, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   89 / 143
loss: tensor(557.2200, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   90 / 143
loss: tensor(409.5297, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   91 / 143
loss: tensor(386.9330, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   92 / 143
loss: tensor(318.9933, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   93 / 143
loss: tensor(329.5527, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   94 / 143
loss: tensor(331.8976, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   95 / 143
loss: tensor(299.3214, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   96 / 143
loss: tensor(466.0082, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   97 / 143
loss: tensor(371.9809, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   98 / 143
loss: tensor(538.8171, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   99 / 143
loss: tensor(399.3673, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   100 / 143
loss: tensor(382.1209, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   101 / 143
loss: tensor(260.3385, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   102 / 143
loss: tensor(355.6935, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   103 / 143
loss: tensor(340.4174, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   104 / 143
loss: tensor(304.0361, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   105 / 143
loss: tensor(333.7841, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   106 / 143
loss: tensor(356.0332, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   107 / 143
loss: tensor(353.3268, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   108 / 143
loss: tensor(362.7195, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   109 / 143
loss: tensor(308.9735, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   110 / 143
loss: tensor(330.6425, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   111 / 143
loss: tensor(358.0614, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   112 / 143
loss: tensor(340.6254, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   113 / 143
loss: tensor(320.7819, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   114 / 143
loss: tensor(367.3528, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   115 / 143
loss: tensor(338.3431, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   116 / 143
loss: tensor(356.2502, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   117 / 143
loss: tensor(295.3323, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   118 / 143
loss: tensor(294.4830, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   119 / 143
loss: tensor(392.9382, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   120 / 143
loss: tensor(315.1954, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   121 / 143
loss: tensor(328.5173, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   122 / 143
loss: tensor(280.0154, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   123 / 143
loss: tensor(347.8464, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   124 / 143
loss: tensor(367.5662, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   125 / 143
loss: tensor(410.3254, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   126 / 143
loss: tensor(399.3092, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   127 / 143
loss: tensor(382.6449, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   128 / 143
loss: tensor(298.6844, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   129 / 143
loss: tensor(432.9877, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   130 / 143
loss: tensor(284.9633, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   131 / 143
loss: tensor(320.7211, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   132 / 143
loss: tensor(381.2146, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   133 / 143
loss: tensor(288.1653, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   134 / 143
loss: tensor(361.9072, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   135 / 143
loss: tensor(343.0069, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   136 / 143
loss: tensor(432.6484, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   137 / 143
loss: tensor(324.6075, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   138 / 143
loss: tensor(375.9590, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   139 / 143
loss: tensor(283.5665, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   140 / 143
loss: tensor(426.9040, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   141 / 143
loss: tensor(368.1393, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 1   142 / 143

*
Summary of  train round
RMSE=18629.283
MAE=15211.653
Photo=0.000
iRMSE=inf
iMAE=inf
squared_rel=0.8945164376205498
silog=nan
Delta1=0.000
REL=0.944
Lg10=inf
t_GPU=0.345
*

=> starting training epoch 2 ..
loss: tensor(338.1509, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   0 / 143
loss: tensor(267.4438, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   1 / 143
loss: tensor(428.4707, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   2 / 143
loss: tensor(344.7506, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   3 / 143
loss: tensor(275.4626, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   4 / 143
loss: tensor(426.6607, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   5 / 143
loss: tensor(293.1149, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   6 / 143
loss: tensor(414.9571, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   7 / 143
loss: tensor(340.1434, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   8 / 143
loss: tensor(288.6535, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   9 / 143
loss: tensor(294.6452, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   10 / 143
loss: tensor(377.1951, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   11 / 143
loss: tensor(242.1587, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   12 / 143
loss: tensor(329.8396, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   13 / 143
loss: tensor(386.4138, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   14 / 143
loss: tensor(317.5233, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   15 / 143
loss: tensor(246.2922, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   16 / 143
loss: tensor(414.0837, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   17 / 143
loss: tensor(289.8241, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   18 / 143
loss: tensor(406.9938, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   19 / 143
loss: tensor(285.9084, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   20 / 143
loss: tensor(273.5854, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   21 / 143
loss: tensor(367.1704, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   22 / 143
loss: tensor(345.6562, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   23 / 143
loss: tensor(327.1162, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   24 / 143
loss: tensor(298.7872, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   25 / 143
loss: tensor(373.9144, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   26 / 143
loss: tensor(358.9073, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   27 / 143
loss: tensor(283.5467, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   28 / 143
loss: tensor(268.9036, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   29 / 143
loss: tensor(270.9520, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   30 / 143
loss: tensor(424.1765, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   31 / 143
loss: tensor(434.1591, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   32 / 143
loss: tensor(387.6044, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   33 / 143
loss: tensor(390.2661, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   34 / 143
loss: tensor(329.2720, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   35 / 143
loss: tensor(381.6795, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   36 / 143
loss: tensor(314.8383, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   37 / 143
loss: tensor(337.7988, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   38 / 143
loss: tensor(364.5355, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   39 / 143
loss: tensor(353.7862, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   40 / 143
loss: tensor(349.9273, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   41 / 143
loss: tensor(314.2914, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   42 / 143
loss: tensor(300.3744, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   43 / 143
loss: tensor(437.9422, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   44 / 143
loss: tensor(382.1194, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   45 / 143
loss: tensor(295.9624, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   46 / 143
loss: tensor(344.3778, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   47 / 143
loss: tensor(256.1811, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   48 / 143
loss: tensor(332.4730, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   49 / 143
loss: tensor(274.3271, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   50 / 143
loss: tensor(268.4251, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   51 / 143
loss: tensor(298.8987, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   52 / 143
loss: tensor(397.1297, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   53 / 143
loss: tensor(301.7435, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   54 / 143
loss: tensor(411.4410, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   55 / 143
loss: tensor(264.5440, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   56 / 143
loss: tensor(267.5270, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   57 / 143
loss: tensor(350.7468, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   58 / 143
loss: tensor(333.7285, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   59 / 143
loss: tensor(264.0857, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   60 / 143
loss: tensor(289.1426, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   61 / 143
loss: tensor(286.0598, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   62 / 143
loss: tensor(327.9443, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   63 / 143
loss: tensor(404.0621, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   64 / 143
loss: tensor(295.9953, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   65 / 143
loss: tensor(306.0814, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   66 / 143
loss: tensor(393.3686, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   67 / 143
loss: tensor(379.0217, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   68 / 143
loss: tensor(296.5324, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   69 / 143
loss: tensor(404.7661, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   70 / 143
loss: tensor(383.1082, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   71 / 143
loss: tensor(321.0036, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   72 / 143
loss: tensor(247.9245, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   73 / 143
loss: tensor(307.8527, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   74 / 143
loss: tensor(397.7115, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   75 / 143
loss: tensor(328.0019, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   76 / 143
loss: tensor(344.9545, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   77 / 143
loss: tensor(357.5418, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   78 / 143
loss: tensor(344.8130, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   79 / 143
loss: tensor(316.4626, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   80 / 143
loss: tensor(292.3472, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   81 / 143
loss: tensor(478.3136, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   82 / 143
loss: tensor(257.0089, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   83 / 143
loss: tensor(305.2473, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   84 / 143
loss: tensor(263.8899, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   85 / 143
loss: tensor(461.1459, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   86 / 143
loss: tensor(319.0077, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   87 / 143
loss: tensor(341.2762, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   88 / 143
loss: tensor(278.0943, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   89 / 143
loss: tensor(294.4785, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   90 / 143
loss: tensor(387.3322, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   91 / 143
loss: tensor(320.4081, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   92 / 143
loss: tensor(304.5529, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   93 / 143
loss: tensor(204.3569, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   94 / 143
loss: tensor(385.8093, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   95 / 143
loss: tensor(257.9754, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   96 / 143
loss: tensor(291.2725, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   97 / 143
loss: tensor(359.0202, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   98 / 143
loss: tensor(355.2401, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   99 / 143
loss: tensor(322.0037, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   100 / 143
loss: tensor(402.4808, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   101 / 143
loss: tensor(291.0017, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   102 / 143
loss: tensor(369.7005, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   103 / 143
loss: tensor(255.0313, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   104 / 143
loss: tensor(241.7034, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   105 / 143
loss: tensor(344.2036, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   106 / 143
loss: tensor(356.4198, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   107 / 143
loss: tensor(347.7436, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   108 / 143
loss: tensor(297.8530, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   109 / 143
loss: tensor(259.0750, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   110 / 143
loss: tensor(272.8172, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   111 / 143
loss: tensor(340.5834, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   112 / 143
loss: tensor(268.4759, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   113 / 143
loss: tensor(287.9478, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   114 / 143
loss: tensor(466.5475, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   115 / 143
loss: tensor(273.9057, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 2   116 / 143
