Namespace(network_model='e', workers=4, epochs=100, start_epoch=0, start_epoch_bias=0, criterion='l2', batch_size=6, lr=0.001, weight_decay=1e-06, print_freq=10, resume='', round=1, data_folder='/home/ubuntu-user/Desktop/KITTI/kitti_depth/depth', data_folder_rgb='/home/ubuntu-user/Desktop/KITTI/kitti_raw', data_folder_save='/home/ubuntu-user/Desktop/KITTI/kitti_depth/submit_test/', input='rgbd', val='select', jitter=0.1, rank_metric='rmse', evaluate='', freeze_backbone=False, test=False, cpu=False, not_random_crop=False, random_crop_height=320, random_crop_width=1216, convolutional_layer_encoding='xyz', dilation_rate=2, result='../results', use_rgb=True, use_d=True, use_g=True, val_h=352, val_w=1216)
=> using 'cuda' for computation.
=> logger created.
	==> val_loader size:1000
Global epoch: 0
this round choose user: [19, 37, 18, 10, 16, 3, 48, 35, 22, 12]
This is 19 user-------------
=> creating model and optimizer ... subnetwork_0
completed.
global_weights is empty!
=> creating data loaders ... 
success open part_ 19
	==> train_loader size:143
=> starting main loop ...
=> starting training user 19 epoch 1 ..
loss: tensor(170.6069, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   0 / 143
loss: tensor(153.6550, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   90 / 143
loss: tensor(132.2260, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   91 / 143
loss: tensor(140.5392, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   92 / 143
loss: tensor(129.6148, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   93 / 143
loss: tensor(164.3586, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   94 / 143
loss: tensor(123.3157, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   95 / 143
loss: tensor(150.8523, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   96 / 143
loss: tensor(141.6456, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   97 / 143
loss: tensor(131.3106, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   98 / 143
loss: tensor(148.8987, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   99 / 143
loss: tensor(121.9091, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   100 / 143
loss: tensor(136.8041, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   101 / 143
loss: tensor(133.2352, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   102 / 143
loss: tensor(129.6820, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   103 / 143
loss: tensor(149.5163, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   104 / 143
loss: tensor(137.4471, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   105 / 143
loss: tensor(146.7456, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   106 / 143
loss: tensor(168.7079, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   107 / 143
loss: tensor(149.2607, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   108 / 143
loss: tensor(127.4998, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   109 / 143
loss: tensor(121.5064, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   110 / 143
loss: tensor(138.8432, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   111 / 143
loss: tensor(130.6549, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   112 / 143
loss: tensor(130.8564, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   113 / 143
loss: tensor(136.7815, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   114 / 143
loss: tensor(128.6121, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   115 / 143
loss: tensor(136.3279, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   116 / 143
loss: tensor(131.2674, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   117 / 143
loss: tensor(122.8195, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   118 / 143
loss: tensor(127.8736, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   119 / 143
loss: tensor(131.6280, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   120 / 143
loss: tensor(128.1802, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   121 / 143
loss: tensor(124.6503, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   122 / 143
loss: tensor(110.6040, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   123 / 143
loss: tensor(138.8822, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   124 / 143
loss: tensor(124.1059, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   125 / 143
loss: tensor(122.7392, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   126 / 143
loss: tensor(130.4952, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   127 / 143
loss: tensor(150.6389, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   128 / 143
loss: tensor(138.4922, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   129 / 143
loss: tensor(141.2147, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   130 / 143
loss: tensor(150.2865, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   131 / 143
loss: tensor(128.4843, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   132 / 143
loss: tensor(146.9753, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   133 / 143
loss: tensor(129.5890, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   134 / 143
loss: tensor(138.9117, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   135 / 143
loss: tensor(126.1280, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   136 / 143
loss: tensor(123.3422, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   137 / 143
loss: tensor(135.6934, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   138 / 143
loss: tensor(129.5866, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   139 / 143
loss: tensor(126.5312, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   140 / 143
loss: tensor(122.7436, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   141 / 143
loss: tensor(135.5303, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   142 / 143

*
Summary of  train round
RMSE=18298.836
MAE=15001.316
Photo=0.000
iRMSE=inf
iMAE=inf
squared_rel=0.8558838054850385
silog=nan
Delta1=0.000
REL=0.923
Lg10=inf
t_GPU=0.138
*

local_weights saved! :D)
This is 37 user-------------
=> creating model and optimizer ... subnetwork_0
completed.
global_weights is empty!
=> creating data loaders ... 
success open part_ 37
	==> train_loader size:143
=> starting main loop ...
=> starting training user 37 epoch 1 ..
loss: tensor(58.0595, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   0 / 143
loss: tensor(52.4257, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   1 / 143
loss: tensor(51.7072, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   2 / 143
loss: tensor(49.9796, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   3 / 143
loss: tensor(49.9383, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   4 / 143
loss: tensor(49.7115, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   5 / 143
loss: tensor(48.7517, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   6 / 143
loss: tensor(52.3900, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   7 / 143
loss: tensor(47.0676, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   8 / 143
loss: tensor(50.4021, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   9 / 143
loss: tensor(48.9363, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   10 / 143
loss: tensor(47.8230, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   11 / 143
loss: tensor(48.7910, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   12 / 143
loss: tensor(52.0715, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   13 / 143
loss: tensor(46.9946, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   14 / 143
loss: tensor(47.0128, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   15 / 143
loss: tensor(46.6517, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   16 / 143
loss: tensor(46.6221, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   17 / 143
loss: tensor(47.9580, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   18 / 143
loss: tensor(48.9541, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   19 / 143
loss: tensor(46.6805, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   20 / 143
loss: tensor(46.9875, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   21 / 143
loss: tensor(46.2755, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   22 / 143
loss: tensor(47.4073, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   23 / 143
loss: tensor(47.8177, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   24 / 143
loss: tensor(45.1378, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   25 / 143
loss: tensor(47.5901, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   26 / 143
loss: tensor(46.0831, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   27 / 143
loss: tensor(47.2430, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   28 / 143
loss: tensor(49.6897, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   29 / 143
loss: tensor(45.3160, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   30 / 143
loss: tensor(47.7020, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   31 / 143
loss: tensor(47.2795, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   32 / 143
loss: tensor(44.6300, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   33 / 143
loss: tensor(47.8420, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   34 / 143
loss: tensor(45.9566, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   35 / 143
loss: tensor(42.8689, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   36 / 143
loss: tensor(46.5980, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   37 / 143
loss: tensor(47.0340, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   38 / 143
loss: tensor(45.3011, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   39 / 143
loss: tensor(44.3055, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   40 / 143
loss: tensor(47.9409, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   41 / 143
loss: tensor(45.3514, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   42 / 143
loss: tensor(45.6311, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   43 / 143
loss: tensor(49.4514, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   44 / 143
loss: tensor(44.1852, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   45 / 143
loss: tensor(44.6218, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   46 / 143
loss: tensor(46.5345, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   47 / 143
loss: tensor(44.5522, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   48 / 143
loss: tensor(44.3659, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   49 / 143
loss: tensor(43.7028, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   50 / 143
loss: tensor(45.2611, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   51 / 143
loss: tensor(47.2934, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   52 / 143
loss: tensor(46.0165, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   53 / 143
loss: tensor(43.4002, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   54 / 143
loss: tensor(43.5239, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   55 / 143
loss: tensor(48.1723, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   56 / 143
loss: tensor(43.7616, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   57 / 143
loss: tensor(47.2085, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   58 / 143
loss: tensor(47.1784, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   59 / 143
loss: tensor(45.7969, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   60 / 143
loss: tensor(43.0081, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   61 / 143
loss: tensor(43.1213, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   62 / 143
loss: tensor(42.0097, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   63 / 143
loss: tensor(44.0074, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   64 / 143
loss: tensor(45.3742, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   65 / 143
loss: tensor(44.6303, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   66 / 143
loss: tensor(44.5138, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   67 / 143
loss: tensor(43.3222, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   68 / 143
loss: tensor(46.5135, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   69 / 143
loss: tensor(44.5929, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   70 / 143
loss: tensor(43.2458, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   71 / 143
loss: tensor(46.0642, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   72 / 143
loss: tensor(41.9601, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   73 / 143
loss: tensor(47.3148, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   74 / 143
loss: tensor(45.3229, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   75 / 143
loss: tensor(44.3773, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   76 / 143
loss: tensor(46.1676, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   77 / 143
loss: tensor(44.1439, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   78 / 143
loss: tensor(44.3733, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   79 / 143
loss: tensor(44.8168, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   80 / 143
loss: tensor(41.1184, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   81 / 143
loss: tensor(44.2200, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   82 / 143
loss: tensor(43.5683, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   83 / 143
loss: tensor(40.2689, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   84 / 143
loss: tensor(46.2102, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   85 / 143
loss: tensor(43.2447, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   86 / 143
loss: tensor(45.5380, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   87 / 143
loss: tensor(45.5050, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   88 / 143
loss: tensor(45.2460, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   89 / 143
loss: tensor(46.3642, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   90 / 143
loss: tensor(43.1650, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   91 / 143
loss: tensor(47.7238, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   92 / 143
loss: tensor(46.4714, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   93 / 143
loss: tensor(44.7779, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   94 / 143
loss: tensor(45.2306, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   95 / 143
loss: tensor(44.0948, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   96 / 143
loss: tensor(45.4875, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   97 / 143
loss: tensor(42.4354, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   98 / 143
loss: tensor(43.0350, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   99 / 143
loss: tensor(40.9926, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   100 / 143
loss: tensor(45.1816, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   101 / 143
loss: tensor(44.9055, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   102 / 143
loss: tensor(45.2985, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   103 / 143
loss: tensor(44.5175, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   104 / 143
loss: tensor(45.1776, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   105 / 143
loss: tensor(43.9363, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   106 / 143
loss: tensor(42.4098, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   107 / 143
loss: tensor(41.4693, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   108 / 143
loss: tensor(43.3378, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   109 / 143
loss: tensor(43.5934, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   110 / 143
loss: tensor(45.6241, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   111 / 143
loss: tensor(43.9558, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   112 / 143
loss: tensor(45.2231, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   113 / 143
loss: tensor(43.1244, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 0   114 / 143
