Namespace(network_model='e', workers=4, epochs=100, start_epoch=0, start_epoch_bias=0, criterion='l2', batch_size=6, lr=0.001, weight_decay=1e-06, print_freq=10, resume='/home/ubuntu-user/Desktop/hzy/results/input=rgbd.criterion=l2.lr=0.001.bs=6.round=1.time=2024-06-19@21-23/checkpoint-9.pth.tar', round=1, data_folder='/home/ubuntu-user/Desktop/KITTI/kitti_depth/depth', data_folder_rgb='/home/ubuntu-user/Desktop/KITTI/kitti_raw', data_folder_save='/home/ubuntu-user/Desktop/KITTI/kitti_depth/submit_test/', input='rgbd', val='select', jitter=0.1, rank_metric='rmse', evaluate='', freeze_backbone=False, test=False, cpu=False, not_random_crop=False, random_crop_height=320, random_crop_width=1216, convolutional_layer_encoding='xyz', dilation_rate=2, result='../results', use_rgb=True, use_d=True, use_g=True, val_h=352, val_w=1216)
=> using 'cuda' for computation.
=> loading checkpoint '/home/ubuntu-user/Desktop/hzy/results/input=rgbd.criterion=l2.lr=0.001.bs=6.round=1.time=2024-06-19@21-23/checkpoint-9.pth.tar' ... Completed. Resuming from epoch 9.
=> logger created.
	==> val_loader size:1000
Global epoch: 10
this round choose user: [30, 33, 7, 20, 12, 34, 25, 1, 5, 16]
This is 30 user-------------
=> creating model and optimizer ... Start Enet now!
completed.
Global weights loaded successfully!
=> creating data loaders ... 
success open part_ 30
	==> train_loader size:143
=> starting main loop ...
=> starting training user 30 epoch 1 ..
loss: tensor(13.6999, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   0 / 143
loss: tensor(12.1124, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   29 / 143
loss: tensor(7.8820, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   30 / 143
loss: tensor(7.6313, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   31 / 143
loss: tensor(11.3295, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   32 / 143
loss: tensor(3.8216, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   33 / 143
loss: tensor(16.1554, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   34 / 143
loss: tensor(7.5772, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   35 / 143
loss: tensor(10.5360, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   36 / 143
loss: tensor(12.6740, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   37 / 143
loss: tensor(5.9346, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   38 / 143
loss: tensor(8.3676, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   39 / 143
loss: tensor(9.4328, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   40 / 143
loss: tensor(10.6986, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   41 / 143
loss: tensor(2.6134, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   42 / 143
loss: tensor(5.3541, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   43 / 143
loss: tensor(4.8718, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   44 / 143
loss: tensor(4.3200, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   45 / 143
loss: tensor(13.7434, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   46 / 143
loss: tensor(4.2387, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   47 / 143
loss: tensor(8.1527, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   48 / 143
loss: tensor(10.3634, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   49 / 143
loss: tensor(8.1865, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   50 / 143
loss: tensor(8.7595, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   51 / 143
loss: tensor(3.3427, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   52 / 143
loss: tensor(4.2702, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   53 / 143
loss: tensor(1.8061, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   54 / 143
loss: tensor(8.0690, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   55 / 143
loss: tensor(5.3041, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   56 / 143
loss: tensor(4.7856, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   57 / 143
loss: tensor(5.2653, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   58 / 143
loss: tensor(5.8858, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   59 / 143
loss: tensor(9.7086, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   60 / 143
loss: tensor(9.2292, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   61 / 143
loss: tensor(12.2411, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   62 / 143
loss: tensor(11.4791, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   63 / 143
loss: tensor(11.7682, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   64 / 143
loss: tensor(6.3642, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   65 / 143
loss: tensor(9.6445, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   66 / 143
loss: tensor(6.5426, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   67 / 143
loss: tensor(5.6035, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   68 / 143
loss: tensor(3.9793, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   69 / 143
loss: tensor(9.5680, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   70 / 143
loss: tensor(10.8455, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   71 / 143
loss: tensor(4.2239, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   72 / 143
loss: tensor(5.0215, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   73 / 143
loss: tensor(15.9339, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   74 / 143
loss: tensor(5.2644, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   75 / 143
loss: tensor(12.8146, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   76 / 143
loss: tensor(4.3054, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   77 / 143
loss: tensor(5.4524, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   78 / 143
loss: tensor(2.2269, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   79 / 143
loss: tensor(25.4025, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   80 / 143
loss: tensor(2.1671, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   81 / 143
loss: tensor(4.8663, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   82 / 143
loss: tensor(8.1086, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   83 / 143
loss: tensor(9.4235, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   84 / 143
loss: tensor(1.7176, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   85 / 143
loss: tensor(7.3939, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   86 / 143
loss: tensor(3.0576, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   87 / 143
loss: tensor(3.0671, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   88 / 143
loss: tensor(7.9689, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   89 / 143
loss: tensor(7.9249, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   90 / 143
loss: tensor(14.2846, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   91 / 143
loss: tensor(10.4673, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   92 / 143
loss: tensor(3.7630, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   93 / 143
loss: tensor(12.1707, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   94 / 143
loss: tensor(8.1733, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   95 / 143
loss: tensor(11.6006, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   96 / 143
loss: tensor(4.1433, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   97 / 143
loss: tensor(12.0878, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   98 / 143
loss: tensor(5.1862, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   99 / 143
loss: tensor(6.0455, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   100 / 143
loss: tensor(6.1978, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   101 / 143
loss: tensor(2.6826, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   102 / 143
loss: tensor(5.1017, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   103 / 143
loss: tensor(1.8565, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   104 / 143
loss: tensor(4.1116, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   105 / 143
loss: tensor(8.6884, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   106 / 143
loss: tensor(6.2812, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   107 / 143
loss: tensor(2.8702, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   108 / 143
loss: tensor(13.1319, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   109 / 143
loss: tensor(6.9643, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   110 / 143
loss: tensor(5.3147, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   111 / 143
loss: tensor(7.1491, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   112 / 143
loss: tensor(8.9590, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   113 / 143
loss: tensor(3.3947, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   114 / 143
loss: tensor(4.0604, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   115 / 143
loss: tensor(4.8326, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   116 / 143
loss: tensor(5.5975, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   117 / 143
loss: tensor(3.4366, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   118 / 143
loss: tensor(7.4283, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   119 / 143
loss: tensor(8.9883, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   120 / 143
loss: tensor(7.5777, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   121 / 143
loss: tensor(6.0489, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   122 / 143
loss: tensor(7.6513, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   123 / 143
loss: tensor(4.5895, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   124 / 143
loss: tensor(2.8158, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   125 / 143
loss: tensor(4.2458, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   126 / 143
loss: tensor(5.9392, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   127 / 143
loss: tensor(17.9330, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   128 / 143
loss: tensor(3.4506, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   129 / 143
loss: tensor(8.2961, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   130 / 143
loss: tensor(11.0661, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   131 / 143
loss: tensor(9.5986, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   132 / 143
loss: tensor(6.6628, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   133 / 143
loss: tensor(9.3143, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   134 / 143
loss: tensor(3.8647, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   135 / 143
loss: tensor(3.3702, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   136 / 143
loss: tensor(5.2564, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   137 / 143
loss: tensor(3.9183, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   138 / 143
loss: tensor(11.2677, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   139 / 143
loss: tensor(3.8992, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   140 / 143
loss: tensor(9.8683, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   141 / 143
loss: tensor(4.0896, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   142 / 143

*
Summary of  train round
RMSE=4054.839
MAE=2308.371
Photo=0.000
iRMSE=25.412
iMAE=15.996
squared_rel=0.03061475658177079
silog=15.077988108184202
Delta1=0.802
REL=0.140
Lg10=0.070
t_GPU=0.373
*

=> starting training user 30 epoch 2 ..
loss: tensor(2.3581, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   0 / 143
loss: tensor(2.8687, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   1 / 143
loss: tensor(3.8246, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   2 / 143
loss: tensor(6.7329, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   3 / 143
loss: tensor(3.7719, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   4 / 143
loss: tensor(16.5356, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   5 / 143
loss: tensor(12.8920, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   6 / 143
loss: tensor(2.1576, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   7 / 143
loss: tensor(5.0302, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   8 / 143
loss: tensor(15.0290, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   9 / 143
loss: tensor(6.3100, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   10 / 143
loss: tensor(5.8143, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   11 / 143
loss: tensor(7.5106, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   12 / 143
loss: tensor(3.3283, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   13 / 143
loss: tensor(7.5931, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   14 / 143
loss: tensor(3.0025, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   15 / 143
loss: tensor(4.9229, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   16 / 143
loss: tensor(6.0694, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   17 / 143
loss: tensor(4.6030, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   18 / 143
loss: tensor(8.8749, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   19 / 143
loss: tensor(5.1423, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   20 / 143
loss: tensor(4.5096, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   21 / 143
loss: tensor(4.9232, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   22 / 143
loss: tensor(6.0017, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   23 / 143
loss: tensor(2.4229, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   24 / 143
loss: tensor(10.7887, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   25 / 143
loss: tensor(11.3694, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   26 / 143
loss: tensor(5.2131, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   27 / 143
loss: tensor(5.4223, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   28 / 143
loss: tensor(12.0625, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   29 / 143
loss: tensor(6.8495, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   30 / 143
loss: tensor(8.1604, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   31 / 143
loss: tensor(2.1803, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   32 / 143
loss: tensor(5.8859, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   33 / 143
loss: tensor(10.4853, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   34 / 143
loss: tensor(5.1055, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   35 / 143
loss: tensor(6.3047, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   36 / 143
loss: tensor(9.0886, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   37 / 143
loss: tensor(1.7774, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   38 / 143
loss: tensor(4.0138, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   39 / 143
loss: tensor(6.9237, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   40 / 143
loss: tensor(7.2077, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   41 / 143
loss: tensor(6.3318, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   42 / 143
loss: tensor(1.7537, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   43 / 143
loss: tensor(5.8605, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   44 / 143
loss: tensor(1.2964, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   45 / 143
loss: tensor(5.2634, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   46 / 143
loss: tensor(7.4081, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   47 / 143
loss: tensor(3.8532, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   48 / 143
loss: tensor(3.1624, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   49 / 143
loss: tensor(4.5870, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   50 / 143
loss: tensor(5.6564, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   51 / 143
loss: tensor(3.9253, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   52 / 143
loss: tensor(7.6187, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   53 / 143
loss: tensor(4.7373, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   54 / 143
loss: tensor(4.9600, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   55 / 143
loss: tensor(7.3296, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   56 / 143
loss: tensor(4.7224, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   57 / 143
loss: tensor(4.5226, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   58 / 143
loss: tensor(3.5991, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   59 / 143
loss: tensor(6.2065, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   60 / 143
loss: tensor(9.1835, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   61 / 143
loss: tensor(12.4902, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   62 / 143
loss: tensor(4.9280, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   63 / 143
loss: tensor(4.9559, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   64 / 143
loss: tensor(4.2787, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   65 / 143
loss: tensor(5.3477, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   66 / 143
loss: tensor(5.9335, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   67 / 143
loss: tensor(5.5585, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   68 / 143
loss: tensor(3.7154, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   69 / 143
loss: tensor(10.3084, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   70 / 143
loss: tensor(3.9544, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   71 / 143
loss: tensor(6.7312, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   72 / 143
loss: tensor(2.1438, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   73 / 143
loss: tensor(3.7307, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   74 / 143
loss: tensor(6.3926, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   75 / 143
loss: tensor(7.6563, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   76 / 143
loss: tensor(5.1972, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   77 / 143
loss: tensor(9.6268, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   78 / 143
loss: tensor(5.0371, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   79 / 143
loss: tensor(3.5299, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   80 / 143
loss: tensor(6.3633, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   81 / 143
loss: tensor(8.6556, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   82 / 143
loss: tensor(8.0390, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   83 / 143
loss: tensor(3.5343, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   84 / 143
loss: tensor(6.4229, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   85 / 143
loss: tensor(1.9182, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   86 / 143
loss: tensor(5.9055, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   87 / 143
loss: tensor(6.7433, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   88 / 143
loss: tensor(15.2086, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   89 / 143
loss: tensor(12.3467, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   90 / 143
loss: tensor(3.1193, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   91 / 143
loss: tensor(3.5061, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   92 / 143
loss: tensor(4.2371, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   93 / 143
loss: tensor(4.6577, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   94 / 143
loss: tensor(6.8748, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   95 / 143
loss: tensor(4.0773, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   96 / 143
loss: tensor(13.5815, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   97 / 143
loss: tensor(4.8999, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   98 / 143
loss: tensor(7.3936, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   99 / 143
loss: tensor(4.7822, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   100 / 143
loss: tensor(10.0642, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   101 / 143
loss: tensor(3.5174, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   102 / 143
loss: tensor(6.0675, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   103 / 143
loss: tensor(5.5470, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   104 / 143
loss: tensor(5.7869, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   105 / 143
loss: tensor(5.2936, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   106 / 143
loss: tensor(7.5321, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   107 / 143
loss: tensor(4.5807, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 10   108 / 143
