Namespace(network_model='e', workers=4, epochs=100, start_epoch=0, start_epoch_bias=0, criterion='l2', batch_size=6, lr=0.001, weight_decay=1e-06, print_freq=10, resume='/home/ubuntu-user/Desktop/hzy/results/input=rgbd.criterion=l2.lr=0.001.bs=6.round=1.time=2024-06-06@21-52/checkpoint-5.pth.tar', round=1, data_folder='/home/ubuntu-user/Desktop/KITTI/kitti_depth/depth', data_folder_rgb='/home/ubuntu-user/Desktop/KITTI/kitti_raw', data_folder_save='/home/ubuntu-user/Desktop/KITTI/kitti_depth/submit_test/', input='rgbd', val='select', jitter=0.1, rank_metric='rmse', evaluate='', freeze_backbone=False, test=False, cpu=False, not_random_crop=False, random_crop_height=320, random_crop_width=1216, convolutional_layer_encoding='xyz', dilation_rate=2, result='../results', use_rgb=True, use_d=True, use_g=True, val_h=352, val_w=1216)
=> using 'cuda' for computation.
=> loading checkpoint '/home/ubuntu-user/Desktop/hzy/results/input=rgbd.criterion=l2.lr=0.001.bs=6.round=1.time=2024-06-06@21-52/checkpoint-5.pth.tar' ... Completed. Resuming from epoch 5.
=> logger created.
	==> val_loader size:1000
Global epoch: 6
this round choose user: [3, 29, 32, 35, 28, 9, 19, 40, 16, 49]
This is 3 user-------------
WARNING! Start simulate modal missing!
depth lost:True rgb lost:False
=> creating model and optimizer ... subnetwork_4
completed.
Global weights loaded successfully!
=> creating data loaders ... 
Modal Missing!Dataset will be replaced by zero matrix in iterate()!!!!!!!!!!!!
success open part_ 3
	==> train_loader size:143
=> starting main loop ...
=> starting training user 3 epoch 1 ..
loss: tensor(129.2100, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   0 / 143
loss: tensor(131.9566, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   18 / 143
loss: tensor(143.1619, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   19 / 143
loss: tensor(140.8445, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   20 / 143
loss: tensor(152.8555, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   21 / 143
loss: tensor(132.5972, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   22 / 143
loss: tensor(147.4364, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   23 / 143
loss: tensor(137.7348, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   24 / 143
loss: tensor(156.7572, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   25 / 143
loss: tensor(123.8915, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   26 / 143
loss: tensor(133.4682, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   27 / 143
loss: tensor(122.8748, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   28 / 143
loss: tensor(139.1288, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   29 / 143
loss: tensor(128.6606, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   30 / 143
loss: tensor(146.9694, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   31 / 143
loss: tensor(141.7818, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   32 / 143
loss: tensor(150.6479, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   33 / 143
loss: tensor(140.3415, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   34 / 143
loss: tensor(147.2877, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   35 / 143
loss: tensor(136.6400, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   36 / 143
loss: tensor(151.0019, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   37 / 143
loss: tensor(146.5455, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   38 / 143
loss: tensor(152.6186, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   39 / 143
loss: tensor(126.5258, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   40 / 143
loss: tensor(133.1464, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   41 / 143
loss: tensor(122.7051, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   42 / 143
loss: tensor(125.9001, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   43 / 143
loss: tensor(148.3768, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   44 / 143
loss: tensor(120.5083, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   45 / 143
loss: tensor(119.9223, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   46 / 143
loss: tensor(123.2966, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   47 / 143
loss: tensor(136.2543, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   48 / 143
loss: tensor(134.6320, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   49 / 143
loss: tensor(147.1436, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   50 / 143
loss: tensor(143.0550, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   51 / 143
loss: tensor(143.5692, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   52 / 143
loss: tensor(133.9683, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   53 / 143
loss: tensor(129.0831, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   54 / 143
loss: tensor(120.4951, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   55 / 143
loss: tensor(138.6721, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   56 / 143
loss: tensor(121.9386, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   57 / 143
loss: tensor(151.5089, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   58 / 143
loss: tensor(136.9218, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   59 / 143
loss: tensor(129.4463, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   60 / 143
loss: tensor(128.4329, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   61 / 143
loss: tensor(134.6762, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   62 / 143
loss: tensor(146.3842, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   63 / 143
loss: tensor(147.5009, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   64 / 143
loss: tensor(133.6278, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   65 / 143
loss: tensor(123.9658, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   66 / 143
loss: tensor(126.1723, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   67 / 143
loss: tensor(129.9083, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   68 / 143
loss: tensor(119.3223, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   69 / 143
loss: tensor(145.7664, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   70 / 143
loss: tensor(136.0461, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   71 / 143
loss: tensor(127.7215, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   72 / 143
loss: tensor(145.5836, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   73 / 143
loss: tensor(119.0717, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   74 / 143
loss: tensor(137.6354, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   75 / 143
loss: tensor(125.9629, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   76 / 143
loss: tensor(133.7520, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   77 / 143
loss: tensor(147.0668, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   78 / 143
loss: tensor(128.1909, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   79 / 143
loss: tensor(135.9510, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   80 / 143
loss: tensor(136.8530, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   81 / 143
loss: tensor(137.4378, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   82 / 143
loss: tensor(122.7092, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   83 / 143
loss: tensor(120.4958, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   84 / 143
loss: tensor(132.1877, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   85 / 143
loss: tensor(151.4159, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   86 / 143
loss: tensor(134.0462, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   87 / 143
loss: tensor(131.8744, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   88 / 143
loss: tensor(126.6087, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   89 / 143
loss: tensor(144.9019, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   90 / 143
loss: tensor(127.8950, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   91 / 143
loss: tensor(126.1550, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   92 / 143
loss: tensor(150.9261, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   93 / 143
loss: tensor(126.2560, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   94 / 143
loss: tensor(130.4209, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   95 / 143
loss: tensor(150.8784, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   96 / 143
loss: tensor(152.5145, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   97 / 143
loss: tensor(150.9374, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   98 / 143
loss: tensor(120.4279, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   99 / 143
loss: tensor(147.1210, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   100 / 143
loss: tensor(148.4960, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   101 / 143
loss: tensor(137.2247, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   102 / 143
loss: tensor(119.4282, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   103 / 143
loss: tensor(124.5611, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   104 / 143
loss: tensor(137.2346, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   105 / 143
loss: tensor(133.7937, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   106 / 143
loss: tensor(143.1821, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   107 / 143
loss: tensor(143.6970, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   108 / 143
loss: tensor(139.5128, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   109 / 143
loss: tensor(121.3293, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   110 / 143
loss: tensor(127.4669, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   111 / 143
loss: tensor(137.9135, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   112 / 143
loss: tensor(130.7582, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   113 / 143
loss: tensor(135.8489, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   114 / 143
loss: tensor(112.3118, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   115 / 143
loss: tensor(143.1457, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   116 / 143
loss: tensor(135.1785, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   117 / 143
loss: tensor(146.7297, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   118 / 143
loss: tensor(139.8772, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   119 / 143
loss: tensor(136.5890, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   120 / 143
loss: tensor(120.7049, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   121 / 143
loss: tensor(148.0803, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   122 / 143
loss: tensor(128.6997, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   123 / 143
loss: tensor(126.3543, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   124 / 143
loss: tensor(136.0266, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   125 / 143
loss: tensor(139.0036, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   126 / 143
loss: tensor(135.5483, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   127 / 143
loss: tensor(122.8221, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   128 / 143
loss: tensor(140.4221, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   129 / 143
loss: tensor(127.6735, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   130 / 143
loss: tensor(147.7573, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   131 / 143
loss: tensor(141.7305, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   132 / 143
loss: tensor(128.3123, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   133 / 143
loss: tensor(129.2171, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   134 / 143
loss: tensor(133.4570, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   135 / 143
loss: tensor(126.8657, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   136 / 143
loss: tensor(110.5518, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   137 / 143
loss: tensor(141.5907, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   138 / 143
loss: tensor(144.1399, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   139 / 143
loss: tensor(133.5162, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   140 / 143
loss: tensor(139.8219, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   141 / 143
loss: tensor(139.4463, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   142 / 143

*
Summary of  train round
RMSE=18129.090
MAE=13951.398
Photo=0.000
iRMSE=inf
iMAE=inf
squared_rel=0.6068364081682859
silog=nan
Delta1=0.000
REL=0.772
Lg10=inf
t_GPU=0.299
*

local_weights saved! :D)
This is 29 user-------------
=> creating model and optimizer ... subnetwork_4
completed.
Global weights loaded successfully!
=> creating data loaders ... 
success open part_ 29
	==> train_loader size:143
=> starting main loop ...
=> starting training user 29 epoch 1 ..
loss: tensor(134.3031, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   0 / 143
loss: tensor(130.8710, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   1 / 143
loss: tensor(137.0568, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   2 / 143
loss: tensor(144.1886, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   3 / 143
loss: tensor(127.4639, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   4 / 143
loss: tensor(126.8140, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   5 / 143
loss: tensor(130.8622, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   6 / 143
loss: tensor(114.7783, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   7 / 143
loss: tensor(122.1747, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   8 / 143
loss: tensor(127.4652, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   9 / 143
loss: tensor(137.5322, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   10 / 143
loss: tensor(147.4735, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   11 / 143
loss: tensor(96.8689, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   12 / 143
loss: tensor(134.4090, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   13 / 143
loss: tensor(108.7537, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   14 / 143
loss: tensor(113.4084, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   15 / 143
loss: tensor(133.9816, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   16 / 143
loss: tensor(104.6911, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   17 / 143
loss: tensor(92.9783, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   18 / 143
loss: tensor(117.6799, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   19 / 143
loss: tensor(121.7012, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   20 / 143
loss: tensor(103.6866, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   21 / 143
loss: tensor(103.8361, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   22 / 143
loss: tensor(108.2153, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   23 / 143
loss: tensor(115.2447, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   24 / 143
loss: tensor(117.4396, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   25 / 143
loss: tensor(115.1830, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   26 / 143
loss: tensor(119.7634, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   27 / 143
loss: tensor(137.0913, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   28 / 143
loss: tensor(111.1170, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   29 / 143
loss: tensor(139.7422, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   30 / 143
loss: tensor(131.5778, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   31 / 143
loss: tensor(142.0903, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   32 / 143
loss: tensor(113.3772, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   33 / 143
loss: tensor(144.5751, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   34 / 143
loss: tensor(106.1855, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   35 / 143
loss: tensor(118.9945, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   36 / 143
loss: tensor(106.8439, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   37 / 143
loss: tensor(126.8668, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   38 / 143
loss: tensor(107.0236, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   39 / 143
loss: tensor(158.2037, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   40 / 143
loss: tensor(133.3208, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   41 / 143
loss: tensor(115.7529, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   42 / 143
loss: tensor(119.9337, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   43 / 143
loss: tensor(143.3399, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   44 / 143
loss: tensor(115.8809, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   45 / 143
loss: tensor(115.6175, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   46 / 143
loss: tensor(117.9299, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   47 / 143
loss: tensor(98.2763, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   48 / 143
loss: tensor(136.9475, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   49 / 143
loss: tensor(133.9235, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   50 / 143
loss: tensor(105.9011, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   51 / 143
loss: tensor(109.2824, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   52 / 143
loss: tensor(113.5988, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   53 / 143
loss: tensor(128.4490, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   54 / 143
loss: tensor(106.8848, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   55 / 143
loss: tensor(103.5080, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   56 / 143
loss: tensor(130.7794, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   57 / 143
loss: tensor(143.6287, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   58 / 143
loss: tensor(128.6142, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   59 / 143
loss: tensor(110.7524, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   60 / 143
loss: tensor(123.1523, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   61 / 143
loss: tensor(129.7689, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   62 / 143
loss: tensor(105.7861, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   63 / 143
loss: tensor(135.5563, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   64 / 143
loss: tensor(125.9524, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   65 / 143
loss: tensor(115.6918, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   66 / 143
loss: tensor(113.0785, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   67 / 143
loss: tensor(120.2468, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   68 / 143
loss: tensor(124.5840, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   69 / 143
loss: tensor(112.0824, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   70 / 143
loss: tensor(116.4912, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   71 / 143
loss: tensor(113.8790, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   72 / 143
loss: tensor(112.6354, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   73 / 143
loss: tensor(130.1191, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   74 / 143
loss: tensor(126.4313, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   75 / 143
loss: tensor(104.2384, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   76 / 143
loss: tensor(138.2473, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   77 / 143
loss: tensor(143.8040, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   78 / 143
loss: tensor(119.1723, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   79 / 143
loss: tensor(99.8574, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   80 / 143
loss: tensor(136.5972, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   81 / 143
loss: tensor(118.5741, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   82 / 143
loss: tensor(122.8541, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   83 / 143
loss: tensor(148.3646, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   84 / 143
loss: tensor(104.2047, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   85 / 143
loss: tensor(125.9760, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   86 / 143
loss: tensor(109.5680, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   87 / 143
loss: tensor(134.9835, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   88 / 143
loss: tensor(131.2476, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   89 / 143
loss: tensor(129.1948, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   90 / 143
loss: tensor(116.8965, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   91 / 143
loss: tensor(120.5205, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   92 / 143
loss: tensor(126.5692, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   93 / 143
loss: tensor(123.1815, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   94 / 143
loss: tensor(119.6863, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   95 / 143
loss: tensor(132.4826, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   96 / 143
loss: tensor(146.1907, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   97 / 143
loss: tensor(112.4589, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   98 / 143
loss: tensor(100.4736, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   99 / 143
loss: tensor(108.9772, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   100 / 143
loss: tensor(137.3295, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   101 / 143
loss: tensor(117.9262, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   102 / 143
loss: tensor(108.2633, device='cuda:0', grad_fn=<AddBackward0>)  epoch: 6   103 / 143
